node1,node2,dist
Veshnyaki,Zyablikovo,0.004673228516883925
Chernyanka,Gubkin,0.004713489677968314
Starominskaya,Staroshcherbinovskaya,0.0047208041837119505
Volgodonsk,Zimovniki,0.004723149926364854
Bezenchuk,Zhigulevsk,0.004726005321860164
Artëm,Ussuriysk,0.004727723138136235
Akhtyrskiy,Severskaya,0.004728143462949265
Staroshcherbinovskaya,Yeysk,0.004743646448316681
Ussuriysk,Yaroslavskiy,0.004749926277320422
Liski,Ostrogozhsk,0.004752071917276174
Pavlovskaya,Tikhoretsk,0.004757342191565178
Budënnovsk,Zelenokumsk,0.0047606050735829
Kropotkin,Kurganinsk,0.0047817682410875965
Nefteyugansk,Pyt-Yakh,0.004782096535081382
Novoural’sk,Sredneuralsk,0.004785091989894632
Kemerovo,Topki,0.004787523184652785
Novocherkassk,Rostov,0.004798669380192732
Kaluga,Kondrovo,0.004806644265001006
Polevskoy,Verkhniy Ufaley,0.004817690415837088
Povorino,Uryupinsk,0.004824297787564223
Cherepanovo,Iskitim,0.00484215012389022
Krasnoyarsk,Sosnovoborsk,0.0048878143750045394
Snezhinsk,Verkhniy Ufaley,0.004896056268558237
Novomichurinsk,Ryazhsk,0.004896065624599844
Sim,Ust’-Katav,0.004907263625946551
Aleksandrovskoye,Novopavlovsk,0.004909663214626504
Kislovodsk,Tyrnyauz,0.004926544206574068
Kropotkin,Novopokrovskaya,0.004927964154471958
Rtishchevo,Serdobsk,0.004951431396296587
Desnogorsk,Roslavl’,0.004996484372874111
Myski,Osinniki,0.005013511551053511
Melenki,Murom,0.0050306386408565116
Chaykovskiy,Sarapul,0.005066179752763136
Kaluga,Suvorov,0.005067049785139365
Pochep,Trubchevsk,0.005073098427385194
Bavly,Tuymazy,0.00507741529577827
Kushva,Nizhniy Tagil,0.005080077757405471
Dzerzhinsk,Pavlovo,0.0050833793471565
Minusinsk,Shushenskoye,0.0050876761189475464
Kostroma,Nerekhta,0.005111355367768592
Strogino,Volokolamsk,0.005123103535710964
Bolotnoye,Toguchin,0.0051284796714348106
Buynaksk,Makhachkala,0.00514242587281456
Arzgir,Budënnovsk,0.0051820501110377394
Shchigry,Solntsevo,0.005204294356003334
Chudovo,Kirishi,0.005210001587924051
Leninsk,Volzhskiy,0.005231668366627192
Khasavyurt,Kizlyar,0.005239663325357599
Ufa,Yubileyny,0.00524785504076234
Borovichi,Linëvo,0.005255029760753416
Yashkino,Yurga,0.0052883049929415326
Karabash,Miass,0.005308649324946037
Kasimov,Melenki,0.005314121653901757
Chernyakhovsk,Sovetsk,0.0053156411713297215
Bolotnoye,Yurga,0.005418491999849488
Bagayevskaya,Semikarakorsk,0.005422252390137152
Markova,Taganrog,0.005424738320126448
Gryazi,Usman’,0.005454530377566328
Gryazovets,Vologda,0.005471790465912377
Balezino,Igra,0.005483733578217245
Udomlya,Vyshniy Volochëk,0.005490594993064221
Safonovo,Yartsevo,0.005493249188448049
Dagestanskiye Ogni,Izberbash,0.005496864611453564
Chishmy,Davlekanovo,0.005508959255794814
Al’met’yevsk,Zainsk,0.0055090743968947715
Divnoye,Ipatovo,0.005528684556933125
Anzhero-Sudzhensk,Beryozovsky,0.005536634968790593
Lukhovitsy,Rybnoye,0.005539461708082446
Kulunda,Yarovoye,0.0055495323468877115
Novaya Usman’,Usman’,0.0055558700282137725
Orlovskiy,Zimovniki,0.005560366939705563
Frolovo,Mikhaylovka,0.005567251322750752
Kinel’,Samara,0.005574022383834901
Nesterovskaya,Nyandoma,0.005576372453795575
Krasnogvardeyskoye,Valuyki,0.0056177782045812
Krasnoarmeysk,Privolzhskiy,0.005649216377750285
Nizhniy Tagil,Verkhnyaya Salda,0.0056741919848813036
Labinsk,Novokubansk,0.005689724545662838
Kondopoga,Petrozavodsk,0.005731659432364422
Akhtubinsk,Znamensk,0.005754340022212428
Anapa,Novorossiysk,0.005794904409566355
Belovo,Kiselëvsk,0.005850507485865403
Kiselëvsk,Novokuznetsk,0.0058584628509976725
Kalininskiy,Yablonovskiy,0.005884217505685878
Kondrovo,Maloyaroslavets,0.005889214213642902
Dobryanka,Perm,0.005979025324209651
Bologoye,Vyshniy Volochëk,0.005989602960394833
Kazan,Zelenodolsk,0.005994833335343157
Kirovgrad,Nizhniy Tagil,0.005997471400652197
Kovrov,Shuya,0.00600185476008392
Bobrov,Liski,0.006020250157205382
Krasnogvardeyskoye,Novyy Oskol,0.0060396650724638965
