node1,node2,dist
Kedrovka,Kushva,0.003873132659916603
Kemerovo,Beryozovsky,0.0041522795408438255
Khabarovsk,Khabarovsk Vtoroy,0.007592102533722399
Khabarovsk Vtoroy,Vyazemskiy,0.009164489797757368
Khadyzhensk,Apsheronsk,0.0025141716478451442
Khanty-Mansiysk,Nyagan,0.03368433439799542
Kharabali,Akhtubinsk,0.015186921223531632
Khasavyurt,Gudermes,0.006237325516338711
Khimki,Lobnya,0.0015435585781067886
Kholmsk,Lyublino,0.0012938574832303251
Khot'kovo,Sofrino,0.0015098776678609245
Kimovsk,Donskoy,0.0020111667472177187
Kimry,Kashin,0.006433557433333874
Kinel’,Neftegorsk,0.007276032162379064
Kineshma,Sokol’niki,0.0003858434870097312
Kireyevsk,Uzlovaya,0.0024316665714498235
Kirishi,Volkhov,0.006614349182772281
Kirov,Kirovo-Chepetsk,0.0034714464973774326
Kirovgrad,Novoural’sk,0.002313760230061244
Kirovo-Chepetsk,Bogorodskoye,0.011293064648372406
Kirovsk,Apatity,0.0018575503091715546
Kirsanov,Uvarovo,0.008805021221794732
Kirzhach,Karabanovo,0.0024511387837778285
Kiselëvsk,Belovo,0.005850507485865403
Kislovodsk,Uchkeken,0.002546884931368341
Kizel,Gubakha,0.002866837527226237
Kizilyurt,Khasavyurt,0.003536467867730972
Kizlyar,Khasavyurt,0.005239663325357599
Klimovsk,Kudymkar,0.030756379328461286
Klin,Solnechnogorsk,0.0029900815239586307
Kochubeyevskoye,Nevinnomyssk,0.0014597591781349965
Kodinsk,Chunskiy,0.03192943710386635
Kogalym,Pokachi,0.01157047519183513
Kokhma,Shuya,0.002955213858961492
Kolomna,Voskresensk,0.0027099159354454843
Kolpashevo,Chernaya Rechka,0.01406781195268433
Kolpino,Otradnoye,0.0017616906861778353
Komendantsky aerodrom,Saint Petersburg,0.0008708881192730676
Kommunar,Pavlovsk,0.0009071858306516047
Komsomolsk-on-Amur,Amursk,0.003525887387628592
Konakovo,Dubna,0.0037894474057705344
Kondopoga,Petrozavodsk,0.005731659432364422
Kondrovo,Maloyaroslavets,0.005889214213642902
Konstantinovsk,Semikarakorsk,0.003406101755965187
Kopeysk,Chelyabinsk,0.0022076916439187294
Korenovsk,Dinskaya,0.003478746369967256
Korkino,Yemanzhelinsk,0.0018039212963228105
Korolev,Mytishchi,0.001164801966134901
Korsakov,Yuzhno-Sakhalinsk,0.0030610762443666136
Koryazhma,Ezhva,0.030249672336014343
Kostomuksha,Segezha,0.03056983645685148
Kostroma,Volgorechensk,0.004613609021683697
