,name,country,subcountry,geonameid,lat,lng
462,Leninsk,Russia,Volgograd,536156,48.693682,45.199228000000005
463,Leninogorsk,Russia,Tatarstan,536162,54.599028000000004,52.44266700000001
464,Tsaritsyno,Russia,Moscow,536164,55.457969999999996,65.070941
465,Leningradskaya,Russia,Krasnodarskiy,536200,46.320547,39.392886
466,Yubileyny,Russia,MO,536206,54.614259999999994,55.457961
468,Lebedyan’,Russia,Lipetsk,536518,53.020489000000005,39.13135
470,Lakinsk,Russia,Vladimir,537107,56.018001,39.956525
471,Labinsk,Russia,Krasnodarskiy,537281,44.635387,40.724459
472,Dugulubgey,Russia,Kabardino-Balkariya,537345,43.660571999999995,43.540021
473,Kuznetsk,Russia,Penza,537737,53.119335,46.601165
475,Kuvandyk,Russia,Orenburg,538138,51.478483000000004,57.361168000000006
476,Kuskovo,Russia,MO,538321,56.64201,85.23175
477,Kushva,Russia,Sverdlovsk,538340,58.282566,59.76468199999999
481,Kursk,Russia,Kursk,538560,51.730361,36.192646999999994
482,Kurovskoye,Russia,MO,538601,55.57914399999999,38.920866
483,Kurganinsk,Russia,Krasnodarskiy,538836,44.887640999999995,40.591364
485,Kurchaloy,Russia,Chechnya,538913,43.20463,46.088955
487,Kungur,Russia,Perm,539147,57.42881,56.94420600000001
488,Kumertau,Russia,Bashkortostan,539283,52.756523,55.796976
489,Kulebaki,Russia,Nizjnij Novgorod,539555,55.429716000000006,42.512483
490,Kukmor,Russia,Tatarstan,539689,56.186599,50.893981
491,Kudymkar,Russia,Perm,539817,59.014548,54.664182999999994
493,Kubinka,Russia,MO,540030,55.575556000000006,36.695209000000006
494,Kstovo,Russia,Nizjnij Novgorod,540103,56.15067,44.206751000000004
495,Krymsk,Russia,Krasnodarskiy,540251,44.934986,37.986196
496,Kropotkin,Russia,Krasnodarskiy,540761,45.434686,40.575994
497,Kronshtadt,Russia,St.-Petersburg,540771,59.988693999999995,29.773627
498,Krasnyy Sulin,Russia,Rostov,541404,47.894709000000006,40.057990000000004
500,Krasnoye Selo,Russia,St.-Petersburg,542000,59.733059999999995,30.087804
501,Krasnovishersk,Russia,Perm,542184,60.412820999999994,57.083301
502,Krasnoufimsk,Russia,Sverdlovsk,542199,56.617743999999995,57.770692000000004
503,Krasnokamsk,Russia,Perm,542327,58.078357,55.736376
504,Krasnogvardeyskoye,Russia,Stavropol'skiy,542334,50.648389,38.400553
505,Krasnogorsk,Russia,MO,542374,55.831099,37.330192
506,Krasnodar,Russia,Krasnodarskiy,542420,45.035470000000004,38.975313
507,Krasnoarmeyskaya,Russia,Krasnodarskiy,542461,47.449407,43.170562
508,Krasnoarmeysk,Russia,MO,542463,51.023604999999996,45.695044
509,Krasnoarmeysk,Russia,Saratov,542464,51.023604999999996,45.695044
511,Koz’modem’yansk,Russia,Mariy-El,543018,70.913267,136.449645
512,Kozhukhovo,Russia,MO,543254,58.38945,35.063348
515,Kovylkino,Russia,Mordoviya,543436,54.039201,43.919056
516,Kovrov,Russia,Vladimir,543460,56.363628000000006,41.31122
517,Kovdor,Russia,Murmansk,543508,67.562914,30.474025
519,Kotovo,Russia,Volgograd,543633,50.322058,44.801319
520,Kotlas,Russia,Arkhangelskaya,543704,61.25297,46.633217
521,Kotel’nikovo,Russia,Volgograd,543728,53.563759999999995,43.26184
522,Kotel’niki,Russia,MO,543731,55.65984,37.863199
523,Kotel’nich,Russia,Kirov,543737,49.193252,119.729249
524,Kostroma,Russia,Kostroma,543878,57.767961,40.926858
525,Kostomuksha,Russia,Republic of Karelia,543899,64.588014,30.598360999999997
527,Koryazhma,Russia,Arkhangelskaya,544370,61.315335,47.159855
528,Korenovsk,Russia,Krasnodarskiy,544896,45.462742,39.448033
529,Konstantinovsk,Russia,Rostov,545277,47.577341,41.096694
530,Kondrovo,Russia,Kaluga,545575,54.807430000000004,35.926646999999996
531,Kondopoga,Russia,Republic of Karelia,545626,62.20475,34.272758
532,Konakovo,Russia,Tverskaya,545673,56.71321700000001,36.779309000000005
533,Kommunar,Russia,Leningrad,545788,59.621609,30.393483000000003
534,Kolpino,Russia,St.-Petersburg,546105,59.749012,30.597607
536,Kolomna,Russia,MO,546230,55.103152,38.752917
539,Kokhma,Russia,Ivanovo,546672,56.932531000000004,41.093208000000004
541,Klin,Russia,MO,547523,56.33169300000001,36.728716
542,Klimovsk,Russia,MO,547560,61.285627000000005,53.647901
543,Kizlyar,Russia,Dagestan,547840,43.84738,46.711684999999996
544,Kizilyurt,Russia,Dagestan,547849,43.204637,46.866878
545,Kizel,Russia,Perm,547875,59.049425,57.653875
546,Kislovodsk,Russia,Stavropol'skiy,548114,43.905225,42.716796
547,Kirzhach,Russia,Vladimir,548278,56.161708999999995,38.872052000000004
548,Kirsanov,Russia,Tambov,548330,52.650645999999995,42.728663
549,Kirovsk,Russia,Murmansk,548391,67.61205600000001,33.668228000000006
550,Kirovsk,Russia,Leningrad,548392,67.61205600000001,33.668228000000006
551,Kirovo-Chepetsk,Russia,Kirov,548395,58.55658100000001,50.043932
552,Kirov,Russia,Kirov,548408,58.603591,49.668014
553,Kirov,Russia,Kaluga,548410,58.603591,49.668014
554,Kirishi,Russia,Leningrad,548442,59.449695,32.008707
555,Kireyevsk,Russia,Tula,548506,53.934943999999994,37.928542
557,Kineshma,Russia,Ivanovo,548605,57.44254399999999,42.168923
559,Kinel’,Russia,Samara,548625,53.221004,50.634394
560,Kimry,Russia,Tverskaya,548652,56.873338000000004,37.355678000000005
561,Kimovsk,Russia,Tula,548658,53.972149,38.533063
562,Khot'kovo,Russia,MO,549373,56.252146999999994,37.978803000000006
566,Khimki,Russia,Moscow,550280,55.888740000000006,37.43039
567,Khasavyurt,Russia,Dagestan,550478,43.246265,46.590044
568,Kharabali,Russia,Astrakhan,550671,47.409315,47.252058
569,Khadyzhensk,Russia,Krasnodarskiy,550846,44.422804,39.537326
570,Kazan,Russia,Tatarstan,551487,55.796289,49.108795
571,Katav-Ivanovsk,Russia,Chelyabinsk,551794,54.752074,58.198443000000005
573,Kaspiysk,Russia,Dagestan,551847,42.890833,47.635674
574,Kasimov,Russia,Rjazan,551891,54.937288,41.391368
575,Kashira,Russia,MO,551964,54.834589,38.151540000000004
576,Kashin,Russia,Tverskaya,551986,57.35838100000001,37.613440000000004
577,Karachev,Russia,Brjansk,552920,53.121593999999995,34.982796
578,Karachayevsk,Russia,Karachayevo-Cherkesiya,552924,43.773167,41.914313
579,Karabulak,Russia,Ingushetiya,552951,43.305594,44.909403999999995
580,Karabanovo,Russia,Vladimir,552977,56.31326899999999,38.703438
582,Kantyshevo,Russia,Ingushetiya,553092,43.228066,44.648453
583,Kanevskaya,Russia,Krasnodarskiy,553152,46.084804999999996,38.971944
584,Kandalaksha,Russia,Murmansk,553190,67.151252,32.412822999999996
585,Kanash,Russia,Chuvashia,553216,55.50694300000001,47.491764
586,Kamyzyak,Russia,Astrakhan,553248,46.110571,48.073235
587,Kamyshin,Russia,Volgograd,553287,50.083698,45.407367
588,Kamensk-Shakhtinskiy,Russia,Rostov,553399,48.320515,40.268923
589,Kaluga,Russia,Kaluga,553915,54.513844999999996,36.261215
590,Kalininsk,Russia,Saratov,554199,51.499671,44.485479999999995
591,Korolev,Russia,MO,554233,55.922212,37.854628999999996
592,Kaliningrad,Russia,Kaliningrad,554234,54.707390000000004,20.507307
593,Kalach-na-Donu,Russia,Volgograd,554397,48.681995,43.538234
594,Kalach,Russia,Voronezj,554410,50.424119,41.01624
595,Kachkanar,Russia,Sverdlovsk,554599,58.70511,59.483959
596,Kabanovo,Russia,MO,554679,57.656161,38.358036
597,Izobil’nyy,Russia,Stavropol'skiy,554770,49.193252,119.729249
598,Izmaylovo,Russia,MO,554787,53.037282999999995,36.884834999999995
599,Izhevsk,Russia,Udmurtiya,554840,56.852593000000006,53.204843000000004
600,Izberbash,Russia,Dagestan,554894,42.565141,47.871078000000004
601,Ivanteyevka,Russia,MO,555111,55.971718,37.924338
602,Ivanovskoye,Russia,Moscow,555129,55.813238,37.29991
603,Ivanovo,Russia,Ivanovo,555312,57.000347999999995,40.973921000000004
604,Istra,Russia,MO,555746,55.914287,36.860284
605,Ishimbay,Russia,Bashkortostan,555980,53.454620999999996,56.04395
606,Ipatovo,Russia,Stavropol'skiy,556230,45.717419,42.911147
607,Inza,Russia,Ulyanovsk,556283,53.857034999999996,46.351649
608,Inozemtsevo,Russia,Stavropol'skiy,556320,44.097175,43.089507
610,Igra,Russia,Udmurtiya,557469,57.540193,53.086211
611,Gus’-Khrustal’nyy,Russia,Vladimir,557775,55.619422,40.65739
612,Gusev,Russia,Kaliningrad,557882,54.591841,22.201117
613,Gul’kevichi,Russia,Krasnodarskiy,558066,49.193252,119.729249
614,Gukovo,Russia,Rostov,558082,48.058442,39.940274
615,Gudermes,Russia,Chechnya,558118,43.35188,46.103535
616,Gubkin,Russia,Belgorod,558146,51.283644,37.534748
617,Gubakha,Russia,Perm,558209,58.83701800000001,57.554575
618,Gryazovets,Russia,Vologda,558236,58.875793,40.248422999999995
619,Gryazi,Russia,Lipetsk,558312,52.496186,39.95533
620,Groznyy,Russia,Chechnya,558418,43.317881,45.695358
621,Gribanovskiy,Russia,Voronezj,558799,51.45641,41.979971
623,Goryachiy Klyuch,Russia,Krasnodarskiy,559317,44.634246000000005,39.136426
624,Goryachevodskiy,Russia,Stavropol'skiy,559320,44.023716,43.097332
625,Gorodishche,Russia,Volgograd,559654,53.272757999999996,45.70267
626,Gorodets,Russia,Nizjnij Novgorod,559678,56.644822,43.472351
627,Gorelovo,Russia,St.-Petersburg,560142,59.768106,30.147281
629,Golitsyno,Russia,MO,560756,55.61594399999999,36.987117
630,Glazov,Russia,Udmurtiya,561347,58.140809999999995,52.674234999999996
631,Giaginskaya,Russia,Adygeya,561515,44.876208,40.059481
632,Georgiyevsk,Russia,Stavropol'skiy,561627,44.148599,43.473896
633,Gelendzhik,Russia,Krasnodarskiy,561667,44.561141,38.076809000000004
634,Gay,Russia,Orenburg,561731,51.465019,58.443718999999994
635,Gavrilov-Yam,Russia,Jaroslavl,561762,57.303309,39.849086
636,Gatchina,Russia,Leningrad,561887,59.568456000000005,30.124473
637,Galich,Russia,Kostroma,562161,58.381199,42.34749
638,Gagarin,Russia,Smolensk,562237,55.584304,39.540982
639,Furmanov,Russia,Ivanovo,562309,57.252601,41.106189
640,Fryazino,Russia,MO,562319,55.957938,38.052339
641,Fryazevo,Russia,MO,562321,55.728525,38.468303999999996
642,Frolovo,Russia,Volgograd,562389,49.765861,43.649291999999996
644,Ezhva,Russia,Komi Republic,563379,61.796772,50.720983000000004
645,Engel’s,Russia,Saratov,563464,51.487794,46.125498
646,Enem,Russia,Adygeya,563472,44.926403,38.910715
647,Elista,Russia,Kalmykiya,563514,46.307743,44.269759
648,Elektrougli,Russia,MO,563522,55.716859,38.219659
649,Elektrostal’,Russia,MO,563523,55.784445,38.444849
650,Elektrogorsk,Russia,MO,563524,55.883161,38.786209
651,Ekazhevo,Russia,Ingushetiya,563551,43.208389000000004,44.819078999999995
652,Dzerzhinskiy,Russia,MO,563705,55.630939,37.849616
653,Dzerzhinsk,Russia,Nizjnij Novgorod,563708,56.238377,43.461625
654,Dyurtyuli,Russia,Bashkortostan,563719,55.48529,54.873463
655,Dyat’kovo,Russia,Brjansk,563822,53.597306,34.339656
656,Dubovka,Russia,Volgograd,564654,49.055369,44.826957
657,Dubna,Russia,MO,564719,56.744002,37.173176
659,Donskoye,Russia,Stavropol'skiy,565289,45.454757,41.975569
660,Donskoy,Russia,Tula,565290,53.96787,38.337222
661,Donetsk,Russia,Rostov,565348,48.015877,37.80285
662,Domodedovo,Russia,MO,565381,55.437102,37.768004
663,Dolgoprudnyy,Russia,MO,565614,49.193252,119.729249
664,Dobryanka,Russia,Perm,565778,58.468063,56.403985999999996
665,Dmitrov,Russia,MO,565955,56.343942000000006,37.520348
666,Divnoye,Russia,Stavropol'skiy,566155,45.911846999999995,43.34285
667,Dinskaya,Russia,Krasnodarskiy,566181,45.21325,39.229132
669,Desnogorsk,Russia,Smolensk,566384,54.152366,33.287872
670,Derbent,Russia,Dagestan,566532,42.057669,48.288776
672,Dedovsk,Russia,MO,566854,55.859984,37.120669
674,Davlekanovo,Russia,Bashkortostan,567006,54.222727,55.03126999999999
675,Dankov,Russia,Lipetsk,567109,53.246196999999995,39.134414
676,Danilov,Russia,Jaroslavl,567183,58.187861,40.174815
677,Dagestanskiye Ogni,Russia,Dagestan,567290,42.115189,48.193914
679,Chusovoy,Russia,Perm,567434,58.297548,57.819318
680,Chudovo,Russia,Novgorod,567774,59.121190000000006,31.670284999999996
681,Chistopol’,Russia,Tatarstan,567990,55.372333999999995,50.643575
682,Chishmy,Russia,Bashkortostan,568012,54.58933100000001,55.38025699999999
683,Chernyanka,Russia,Belgorod,568587,50.939107,37.806298999999996
684,Chernyakhovsk,Russia,Kaliningrad,568595,54.630706,21.819503
685,Chernushka,Russia,Perm,568608,56.516009999999994,56.076361
686,Chernogolovka,Russia,MO,568808,56.01000500000001,38.379245000000004
687,Cherkessk,Russia,Karachayevo-Cherkesiya,569154,44.226863,42.04677
688,Cherepovets,Russia,Vologda,569223,59.122612,37.903461
690,Chekhov,Russia,MO,569591,55.149851,37.466997
691,Chegem,Russia,Kabardino-Balkariya,569639,43.567114000000004,43.586626
692,Cheboksary,Russia,Chuvashia,569696,56.146277000000005,47.251079
693,Chaykovskiy,Russia,Perm,569742,56.778061,54.14775899999999
694,Chapayevsk,Russia,Samara,569955,52.981708999999995,49.710217
695,Buzuluk,Russia,Orenburg,570427,52.788116,52.262438
696,Buynaksk,Russia,Dagestan,570479,42.821749,47.115927
698,Buturlinovka,Russia,Voronezj,570563,50.835367,40.584825
700,Buinsk,Russia,Tatarstan,571155,54.964153,48.290141999999996
701,Buguruslan,Russia,Orenburg,571159,53.6523,52.43260600000001
702,Bugul’ma,Russia,Tatarstan,571170,49.193252,119.729249
703,Budënnovsk,Russia,Stavropol'skiy,571306,44.781528,44.165024
704,Bryukhovetskaya,Russia,Krasnodarskiy,571420,45.801997,38.997285999999995
705,Bryansk,Russia,Brjansk,571476,53.243562,34.363407
706,Bronnitsy,Russia,MO,571557,55.425470999999995,38.264108
708,Borovichi,Russia,Novgorod,572154,58.38821899999999,33.914025
709,Borisoglebsk,Russia,Voronezj,572525,51.367725,42.074977000000004
711,Bol’shaya Setun’,Russia,MO,574675,55.709911,37.451752
712,Bologoye,Russia,Tverskaya,575349,57.885626,34.053776
713,Boksitogorsk,Russia,Leningrad,575410,59.473572,33.847675
714,Boguchar,Russia,Voronezj,575457,49.935512,40.559079
715,Bogorodskoye,Russia,MO,575505,57.827819999999996,50.750484
716,Bogorodsk,Russia,Nizjnij Novgorod,575560,55.854521999999996,38.441831
717,Bogoroditsk,Russia,Tula,575591,53.77069399999999,38.131687
718,Bobrov,Russia,Voronezj,575948,51.097718,40.035604
719,Blagoveshchensk,Russia,Bashkortostan,576116,50.29064,127.527173
720,Blagodarnyy,Russia,Stavropol'skiy,576172,45.095649,43.440021
721,Biryulëvo,Russia,Moscow,576279,55.446355000000004,36.620622
722,Birsk,Russia,Bashkortostan,576317,55.417531000000004,55.53070699999999
723,Bibirevo,Russia,Moscow,576432,56.652021999999995,38.893836
724,Bezhetsk,Russia,Tverskaya,576566,57.781313,36.693188
725,Bezenchuk,Russia,Samara,576590,52.984393000000004,49.433212
726,Beslan,Russia,North Ossetia,576697,43.19376,44.533792
727,Berezniki,Russia,Perm,577206,59.407922,56.804015
728,Beloretsk,Russia,Bashkortostan,577881,53.967620999999994,58.410022999999995
729,Belorechensk,Russia,Krasnodarskiy,577893,44.761140999999995,39.871140000000004
730,Beloozërskiy,Russia,MO,577901,47.110215000000004,45.965346999999994
731,Belgorod,Russia,Belgorod,578072,50.595659999999995,36.587223
733,Belebey,Russia,Bashkortostan,578120,54.103441000000004,54.111279
734,Belaya Kalitva,Russia,Rostov,578155,48.177644,40.802388
735,Belaya Glina,Russia,Krasnodarskiy,578169,46.073665000000005,40.871324
736,Baymak,Russia,Bashkortostan,578534,52.59125699999999,58.311199
737,Bavly,Russia,Tatarstan,578638,54.406333,53.245895999999995
738,Bataysk,Russia,Rostov,578740,47.138333,39.744469
739,Barysh,Russia,Ulyanovsk,578931,53.653468000000004,47.118029
740,Balezino,Russia,Udmurtiya,579432,57.976496,53.007402
741,Balashov,Russia,Saratov,579460,51.554601,43.146469
742,Balashikha,Russia,MO,579464,55.796339,37.938199
743,Balakovo,Russia,Saratov,579492,52.018423999999996,47.819666999999995
744,Novaya Balakhna,Russia,Nizjnij Novgorod,579514,56.50455600000001,43.602005
745,Balabanovo,Russia,Kaluga,579529,55.172311,36.660543
746,Baksan,Russia,Kabardino-Balkariya,579574,43.681939,43.534613
747,Bakal,Russia,Chelyabinsk,579738,54.938064000000004,58.809171
748,Bagayevskaya,Russia,Rostov,579771,47.312062,40.383485
749,Babushkin,Russia,Moscow,579870,51.715833,105.86436299999998
750,Azov,Russia,Rostov,580054,47.112442,39.423581
751,Avtury,Russia,Chechnya,580218,43.16317,46.00313
753,Atkarsk,Russia,Saratov,580420,51.873632,45.000296
754,Astrakhan,Russia,Astrakhan,580497,46.347869,48.033574
755,Asha,Russia,Chelyabinsk,580660,54.990628,57.278468999999994
756,Arzgir,Russia,Stavropol'skiy,580716,45.370145,44.227942
757,Arzamas,Russia,Nizjnij Novgorod,580724,55.386666000000005,43.815687
758,Arsk,Russia,Tatarstan,580850,56.091311,49.876989
759,Armavir,Russia,Krasnodarskiy,580922,44.997655,41.129644
762,Ardon,Russia,North Ossetia,581179,43.175598,44.295621000000004
763,Apsheronsk,Russia,Krasnodarskiy,581313,44.468327,39.736707
764,Aprelevka,Russia,MO,581321,55.545166,37.07322
765,Apatity,Russia,Murmansk,581357,67.56804100000001,33.407115000000005
767,Andreyevskoye,Russia,MO,581928,55.943164,36.880154
768,Anapa,Russia,Krasnodarskiy,582182,44.894965,37.31617
770,Al’met’yevsk,Russia,Tatarstan,582432,54.901382999999996,52.297113
771,Aleksin,Russia,Tula,582750,54.50242900000001,37.066034
774,Aleksandrovskoye,Russia,Stavropol'skiy,582993,44.403288,43.884147999999996
775,Aleksandrovsk,Russia,Perm,583041,59.162925,57.58466899999999
776,Aleksandrov,Russia,Vladimir,583350,56.397774,38.727621
777,Alatyr’,Russia,Chuvashia,583437,54.839816000000006,46.572195
778,Levoberezhnyy,Russia,MO,583589,46.957033,39.631425
779,Aksay,Russia,Rostov,583673,51.165499,53.021901
780,Akhtyrskiy,Russia,Krasnodarskiy,583785,44.850353000000005,38.299825
781,Akhtubinsk,Russia,Astrakhan,583798,48.284884000000005,46.164413
782,Agryz,Russia,Tatarstan,583983,56.526318,52.995266
783,Afipskiy,Russia,Krasnodarskiy,584126,44.903348,38.841122999999996
784,Adler,Russia,Krasnodarskiy,584243,43.443579,39.910369
785,Achkhoy-Martan,Russia,Chechnya,584298,43.190914,45.285663
786,Abinsk,Russia,Krasnodarskiy,584441,44.866256,38.151163000000004
787,Abdulino,Russia,Orenburg,584471,53.677839,53.647263
788,Vasil’yevo,Russia,Tatarstan,611182,49.193252,119.729249
790,Neftekumsk,Russia,Stavropol'skiy,797781,44.750586,44.994088
791,Alagir,Russia,North Ossetia,802078,43.041711,44.219875
792,Persianovka,Russia,Rostov,802714,47.52678,39.417158
793,Annino,Russia,MO,819552,52.646423,33.859443
795,Pavlovo,Russia,Nizjnij Novgorod,827329,55.964629,43.06457
796,Belidzhi,Russia,Dagestan,828055,41.89089,48.413382
797,Lesnoy,Russia,Sverdlovsk,829005,58.635513,59.79863
800,Znamensk,Russia,Astrakhan,831130,48.586634000000004,45.736744
802,Kochubeyevskoye,Russia,Stavropol'skiy,841006,44.690728,41.824221
803,Vnukovo,Russia,MO,857689,55.608475,37.2924
804,Moskovskiy,Russia,Moscow,857690,55.74975,37.542581
805,Usinsk,Russia,Komi Republic,863061,65.99414399999999,57.55701
807,Staryy Malgobek,Russia,Ingushetiya,874045,43.509645,44.590188
808,Zavodoukovsk,Russia,Tjumen,1485357,56.508807999999995,66.539174
809,Zarinsk,Russia,Altai Krai,1485439,53.706331999999996,84.931488
812,Yuzhnoural’sk,Russia,Chelyabinsk,1485634,49.193252,119.729249
813,Yurga,Russia,Kemerovo,1485724,55.713556999999994,84.933869
814,Yeniseysk,Russia,Krasnoyarskiy,1485997,58.45306899999999,92.173769
815,Yemanzhelinsk,Russia,Chelyabinsk,1486039,54.752146999999994,61.317223
816,Yekaterinburg,Russia,Sverdlovsk,1486209,56.838011,60.597465
817,Yashkino,Russia,Kemerovo,1486298,55.871970999999995,85.43759
818,Yarovoye,Russia,Altai Krai,1486340,52.923446,78.569601
819,Yalutorovsk,Russia,Tjumen,1486468,56.654689000000005,66.312206
820,Vorkuta,Russia,Komi Republic,1486910,67.49741,64.061091
821,Vorgashor,Russia,Komi Republic,1486913,67.582684,63.797022
822,Verkhnyaya Salda,Russia,Sverdlovsk,1487277,58.04664399999999,60.555999
823,Verkhnyaya Pyshma,Russia,Sverdlovsk,1487281,56.966958,60.579193999999994
824,Verkhniy Ufaley,Russia,Chelyabinsk,1487394,56.04872099999999,60.23195
825,Uzhur,Russia,Krasnoyarskiy,1487882,55.32015500000001,89.84400600000001
826,Zelenogorsk,Russia,Krasnoyarskiy,1488253,56.113246,94.58900600000001
827,Uray,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1488429,60.129631999999994,64.803944
828,Tyumen,Russia,Tjumen,1488754,57.15303299999999,65.534328
829,Turinsk,Russia,Sverdlovsk,1488933,58.039442,63.69814399999999
830,Troitsk,Russia,Chelyabinsk,1489246,55.48484200000001,37.305561
831,Topki,Russia,Kemerovo,1489394,55.27650799999999,85.615223
832,Tomsk,Russia,Tomsk,1489425,56.48464,84.947649
833,Toguchin,Russia,Novosibirsk,1489508,55.238013,84.402865
835,Tayshet,Russia,Irkutsk,1489870,55.940502,98.00298199999999
836,Tayga,Russia,Kemerovo,1489907,56.065138,85.631024
837,Tavda,Russia,Sverdlovsk,1489962,58.04187099999999,65.272595
838,Tatarsk,Russia,Novosibirsk,1490003,55.214532,75.97409
839,Tashtagol,Russia,Kemerovo,1490042,52.763912,87.848309
840,Tarko-Sale,Russia,Yamalo-Nenetskiy Avtonomnyy Okrug,1490085,64.911819,77.761055
841,Tara,Russia,Omsk,1490140,56.901838,74.371981
843,Tal’menka,Russia,Altai Krai,1490266,49.193252,119.729249
844,Talitsa,Russia,Sverdlovsk,1490277,57.01229300000001,63.732155000000006
845,Talitsa,Russia,Sverdlovsk,1490281,57.01229300000001,63.732155000000006
846,Sysert’,Russia,Sverdlovsk,1490402,56.502281,60.810025
847,Suzun,Russia,Novosibirsk,1490551,53.789134999999995,82.316124
848,Surgut,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1490624,61.254034999999995,73.396221
849,Sukhoy Log,Russia,Sverdlovsk,1490686,56.90543100000001,62.03554200000001
850,Strezhevoy,Russia,Tomsk,1490796,60.732862,77.60400200000001
851,Sredneuralsk,Russia,Sverdlovsk,1491159,56.991837,60.477136
852,Sovetskiy,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1491230,56.296443999999994,44.034884999999996
853,Sosnovoborsk,Russia,Krasnoyarskiy,1491291,56.120211,93.33543399999999
854,Slavgorod,Russia,Altai Krai,1491706,52.999375,78.64594
855,Shushenskoye,Russia,Krasnoyarskiy,1491953,53.329036,91.95057299999999
856,Shumikha,Russia,Kurgan,1491999,55.228726,63.285709999999995
857,Sharypovo,Russia,Krasnoyarskiy,1492401,55.53909,89.18016
858,Shadrinsk,Russia,Kurgan,1492517,56.087042000000004,63.629746999999995
859,Serov,Russia,Sverdlovsk,1492663,59.605391000000004,60.573588
860,Sayanogorsk,Russia,Khakasiya,1492893,53.100761999999996,91.412195
861,Salekhard,Russia,Yamalo-Nenetskiy Avtonomnyy Okrug,1493197,66.529844,66.614399
862,Rubtsovsk,Russia,Altai Krai,1493467,51.501207,81.2078
863,Rezh,Russia,Sverdlovsk,1493648,57.373771999999995,61.391639
864,Reftinskiy,Russia,Sverdlovsk,1493687,57.091297,61.67442
865,Promyshlennaya,Russia,Kemerovo,1494091,54.916511,85.637654
867,Poykovskiy,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1494276,60.996562,71.902458
868,Polysayevo,Russia,Kemerovo,1494456,54.60544300000001,86.280901
869,Polevskoy,Russia,Sverdlovsk,1494573,56.446498999999996,60.177071999999995
870,Plast,Russia,Chelyabinsk,1494907,54.36328100000001,60.808399
871,Osinniki,Russia,Kemerovo,1495974,53.598748,87.337069
872,Omsk,Russia,Omsk,1496153,54.98934200000001,73.368212
873,Ob’,Russia,Novosibirsk,1496421,54.99459399999999,82.693758
874,Nyagan,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1496476,62.145759,65.433654
875,Noyabrsk,Russia,Yamalo-Nenetskiy Avtonomnyy Okrug,1496503,63.201801,75.450938
876,Novyy Urengoy,Russia,Yamalo-Nenetskiy Avtonomnyy Okrug,1496511,66.083963,76.68097399999999
878,Novosibirsk,Russia,Novosibirsk,1496747,55.030198999999996,82.92043000000001
879,Novokuznetsk,Russia,Kemerovo,1496990,53.757546999999995,87.136044
880,Novoaltaysk,Russia,Altai Krai,1497173,53.412020999999996,83.93106999999999
881,Norilsk,Russia,Krasnoyarskiy,1497337,69.343985,88.21038399999999
882,Nizhnyaya Salda,Russia,Sverdlovsk,1497393,58.07485500000001,60.702577000000005
883,Nizhnevartovsk,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1497543,60.939716000000004,76.56962800000001
884,Nizhneudinsk,Russia,Irkutsk,1497549,54.901233,99.026387
886,Nefteyugansk,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1497917,61.088212,72.616331
887,Nazarovo,Russia,Krasnoyarskiy,1497951,56.012344999999996,90.417688
888,Nadym,Russia,Yamalo-Nenetskiy Avtonomnyy Okrug,1498087,65.535924,72.531341
889,Myski,Russia,Kemerovo,1498129,53.712509,87.805747
890,Minusinsk,Russia,Krasnoyarskiy,1498693,53.710564,91.687268
891,Miass,Russia,Chelyabinsk,1498894,55.046414,60.108081000000006
892,Mezhdurechensk,Russia,Kemerovo,1498920,53.686595999999994,88.07037199999999
893,Megion,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1499053,61.03289,76.102612
894,Mayma,Russia,Altai Republic,1499163,52.003718,85.89618
895,Mariinsk,Russia,Kemerovo,1499350,56.206952,87.742263
896,Linëvo,Russia,Novosibirsk,1500532,58.00693100000001,33.68588
897,Lesosibirsk,Russia,Krasnoyarskiy,1500607,58.221728000000006,92.50365699999999
898,Leninsk-Kuznetsky,Russia,Kemerovo,1500665,54.663608999999994,86.162243
899,Labytnangi,Russia,Yamalo-Nenetskiy Avtonomnyy Okrug,1500933,66.660595,66.383963
900,Kyzyl,Russia,Tyva,1500973,51.719086,94.43775699999999
901,Kyshtym,Russia,Chelyabinsk,1500997,55.707877,60.538949
902,Kuybyshev,Russia,Novosibirsk,1501141,53.195538,50.101783000000005
903,Kurtamysh,Russia,Kurgan,1501255,54.910151,64.42799000000001
904,Kurgan,Russia,Kurgan,1501321,55.44100400000001,65.34111800000001
905,Kupino,Russia,Novosibirsk,1501365,54.366046,77.29725400000001
906,Kulunda,Russia,Altai Krai,1501460,52.566112,78.936976
907,Krasnoyarsk,Russia,Krasnoyarskiy,1502026,56.010563,92.852572
908,Krasnoural’sk,Russia,Sverdlovsk,1502060,58.35369,60.055960999999996
909,Krasnotur’insk,Russia,Sverdlovsk,1502061,59.763760999999995,60.193493000000004
910,Krasnoobsk,Russia,Novosibirsk,1502091,54.92125600000001,82.991208
911,Korkino,Russia,Chelyabinsk,1502536,54.892493,61.393049
