,name,country,subcountry,geonameid,lat,lng
912,Kopeysk,Russia,Chelyabinsk,1502603,55.11673199999999,61.61796999999999
913,Yugorsk,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1502725,61.314917,63.331964
914,Kolpashevo,Russia,Tomsk,1502862,58.311384,82.902679
915,Kodinsk,Russia,Krasnoyarskiy,1503037,58.603407999999995,99.179703
917,Kiselëvsk,Russia,Kemerovo,1503277,54.006025,86.636679
918,Kirovgrad,Russia,Sverdlovsk,1503335,57.432415,60.062895999999995
919,Khanty-Mansiysk,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1503772,61.00318000000001,69.018902
920,Kemerovo,Russia,Kemerovo,1503901,55.354727000000004,86.088374
921,Kedrovka,Russia,Kemerovo,1503940,58.17675799999999,59.369217000000006
923,Kataysk,Russia,Kurgan,1504212,56.283235,62.58365
924,Kasli,Russia,Chelyabinsk,1504251,55.893652,60.765918000000006
925,Kartaly,Russia,Chelyabinsk,1504317,53.053681000000005,60.647753
926,Karpinsk,Russia,Sverdlovsk,1504343,59.766534,60.001227
927,Karasuk,Russia,Novosibirsk,1504489,53.73429399999999,78.042389
928,Karabash,Russia,Chelyabinsk,1504636,55.490789,60.203042
929,Kansk,Russia,Krasnoyarskiy,1504682,56.205045,95.705055
930,Kamyshlov,Russia,Sverdlovsk,1504769,56.846578,62.712288
931,Kamensk-Ural’skiy,Russia,Sverdlovsk,1504826,56.414927,61.918707999999995
932,Kamen’-na-Obi,Russia,Altai Krai,1504871,53.791486,81.354558
933,Kaltan,Russia,Kemerovo,1504972,53.521083,87.27716
934,Kalachinsk,Russia,Omsk,1505074,55.052608,74.58178199999999
935,Ivdel’,Russia,Sverdlovsk,1505260,60.697348999999996,60.41729
936,Iskitim,Russia,Novosibirsk,1505429,54.642582,83.306382
937,Ishim,Russia,Tjumen,1505453,56.11055,69.479639
938,Irbit,Russia,Sverdlovsk,1505526,57.68381899999999,63.057664
939,Ilanskiy,Russia,Krasnoyarskiy,1505933,56.238552,96.065297
941,Gornyak,Russia,Altai Krai,1506260,50.997775,81.464198
942,Gorno-Altaysk,Russia,Altai Republic,1506271,51.958182,85.960373
943,Dudinka,Russia,Krasnoyarskiy,1507116,69.403081,86.190854
944,Divnogorsk,Russia,Krasnoyarskiy,1507379,55.957721,92.38014799999999
945,Degtyarsk,Russia,Sverdlovsk,1507488,56.698463000000004,60.086674
946,Chunskiy,Russia,Irkutsk,1507636,56.085967000000004,99.665539
947,Chernogorsk,Russia,Khakasiya,1508054,53.827013,91.306005
948,Cherepanovo,Russia,Novosibirsk,1508161,54.22841700000001,83.372201
949,Chelyabinsk,Russia,Chelyabinsk,1508291,55.159896999999994,61.402554
950,Chebarkul’,Russia,Chelyabinsk,1508350,54.977785,60.37011999999999
952,Borodino,Russia,Krasnoyarskiy,1508943,55.905442,94.90217700000001
953,Bolotnoye,Russia,Novosibirsk,1509819,55.672001,84.385447
954,Bogotol,Russia,Krasnoyarskiy,1509852,56.210117000000004,89.531258
955,Bogdanovich,Russia,Sverdlovsk,1509888,56.776502,62.04629499999999
956,Biysk,Russia,Altai Krai,1510018,52.539297,85.21382
957,Beryozovsky,Russia,Sverdlovsk,1510203,55.669361,86.274514
958,Berëzovskiy,Russia,Kemerovo,1510205,46.275591999999996,40.443726
960,Berdsk,Russia,Novosibirsk,1510350,54.758288,83.107135
961,Beloyarskiy,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1510450,63.716043000000006,66.667588
962,Belovo,Russia,Kemerovo,1510469,54.422114,86.303692
963,Barnaul,Russia,Altai Krai,1510853,53.346785,83.77685600000001
964,Barabinsk,Russia,Novosibirsk,1510916,55.350412,78.341923
966,Asbest,Russia,Sverdlovsk,1511330,57.005274,61.458114
968,Aramil,Russia,Sverdlovsk,1511466,56.694538,60.834315000000004
969,Anzhero-Sudzhensk,Russia,Kemerovo,1511494,56.083175,86.01821600000001
970,Aleysk,Russia,Altai Krai,1511783,52.492167,82.779448
971,Alapayevsk,Russia,Sverdlovsk,1511954,57.853038,61.702672
972,Akademgorodok,Russia,Novosibirsk,1512086,49.193252,119.729249
973,Achinsk,Russia,Krasnoyarskiy,1512165,56.269496,90.495231
975,Abakan,Russia,Khakasiya,1512236,53.721152000000004,91.442387
976,Snezhinsk,Russia,Chelyabinsk,1536289,56.085209,60.732535999999996
977,Ozersk,Russia,Chelyabinsk,1538634,55.763183999999995,60.707599
978,Zheleznogorsk,Russia,Krasnoyarskiy,1538635,52.337971,35.351743
979,Novoural’sk,Russia,Sverdlovsk,1538636,57.247234999999996,60.095604
980,Seversk,Russia,Tomsk,1538637,56.603184999999996,84.880913
981,Gubkinskiy,Russia,Yamalo-Nenetskiy Avtonomnyy Okrug,1539209,64.432625,76.50049399999999
982,Raduzhny,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1540356,62.134265,77.458439
983,Muravlenko,Russia,Yamalo-Nenetskiy Avtonomnyy Okrug,1540711,63.795285,74.49444799999999
984,Lyantor,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,1541359,61.620663,72.15535200000001
985,Zima,Russia,Irkutsk,2012484,53.920719999999996,102.049065
986,Zheleznogorsk-Ilimskiy,Russia,Irkutsk,2012557,56.584843000000006,104.114283
987,Zeya,Russia,Amur,2012593,53.734033,127.26588899999999
988,Yakutsk,Russia,Sakha,2013159,62.028082,129.732609
989,Vyazemskiy,Russia,Khabarovsk Krai,2013229,47.535352,134.75529699999998
991,Vladivostok,Russia,Primorskiy,2013348,43.115536,131.88548500000002
992,Vikhorevka,Russia,Irkutsk,2013399,56.120718000000004,101.170396
993,Ust’-Kut,Russia,Irkutsk,2013923,56.792838,105.775699
994,Ust’-Ilimsk,Russia,Irkutsk,2013952,57.943039,102.741523
995,Ussuriysk,Russia,Primorskiy,2014006,43.797273,131.95178
996,Usol’ye-Sibirskoye,Russia,Irkutsk,2014022,52.756648,103.638769
997,Ulan-Ude,Russia,Respublika Buryatiya,2014407,51.834464000000004,107.584574
998,Udachny,Russia,Sakha,2014624,66.406966,112.306389
999,Tynda,Russia,Amur,2014718,55.154656,124.72923600000001
1000,Tulun,Russia,Irkutsk,2014927,54.55712,100.578038
1002,Fokino,Russia,Primorskiy,2015310,53.455436,34.415923
1004,Spassk-Dal’niy,Russia,Primorskiy,2016187,49.193252,119.729249
1005,Slyudyanka,Russia,Irkutsk,2016422,51.656501,103.718845
1006,Shimanovsk,Russia,Amur,2016701,51.999509,127.676123
1007,Shelekhov,Russia,Irkutsk,2016764,52.210209000000006,104.09739499999999
1008,Severobaykal’sk,Russia,Respublika Buryatiya,2016910,49.193252,119.729249
1009,Raychikhinsk,Russia,Amur,2017487,49.794114,129.411255
1010,Petrovsk-Zabaykal’skiy,Russia,Transbaikal Territory,2017945,49.193252,119.729249
1011,Partizansk,Russia,Primorskiy,2018116,43.119813,133.123246
1012,Neryungri,Russia,Sakha,2019309,56.659948,124.72031499999999
1013,Nerchinsk,Russia,Transbaikal Territory,2019326,51.95948,116.585415
1014,Nakhodka,Russia,Primorskiy,2019528,42.824037,132.89281100000002
1015,Mirny,Russia,Sakha,2019951,62.541028000000004,113.978692
1016,Luchegorsk,Russia,Primorskiy,2020689,46.445063,134.296599
1017,Lesozavodsk,Russia,Primorskiy,2020812,45.477955,133.41859399999998
1018,Lensk,Russia,Sakha,2020838,60.713731,114.91184399999999
1019,Kyakhta,Russia,Respublika Buryatiya,2021066,50.355214000000004,106.449903
1020,Krasnokamensk,Russia,Transbaikal Territory,2021618,50.093720000000005,118.03325600000001
1021,Komsomolsk-on-Amur,Russia,Khabarovsk Krai,2021851,50.549923,137.007948
1022,Khabarovsk,Russia,Khabarovsk Krai,2022890,48.480222999999995,135.07191699999998
1023,Kavalerovo,Russia,Primorskiy,2023058,44.267653,135.057283
1024,Irkutsk,Russia,Irkutsk,2023469,52.287054,104.281047
1025,Gusinoozyorsk,Russia,Respublika Buryatiya,2023782,51.285526000000004,106.529323
1026,Dal’nerechensk,Russia,Primorskiy,2025159,49.193252,119.729249
1027,Chita,Russia,Transbaikal Territory,2025339,52.033972999999996,113.49943200000001
1028,Cheremkhovo,Russia,Irkutsk,2025527,53.136911,103.090096
1029,Borzya,Russia,Transbaikal Territory,2026126,50.387629,116.52348500000001
1031,Bodaybo,Russia,Irkutsk,2026583,57.852118000000004,114.198968
1032,Blagoveshchensk,Russia,Amur,2026609,50.29064,127.527173
1033,Birobidzhan,Russia,Jewish Autonomous Oblast,2026643,48.792947,132.920245
1034,Bikin,Russia,Khabarovsk Krai,2026696,46.818591999999995,134.255034
1035,Belogorsk,Russia,Amur,2026895,50.921287,128.473917
1037,Aykhal,Russia,Sakha,2027296,65.942105,111.50218999999998
1038,Artëm,Russia,Primorskiy,2027456,43.354804,132.18563
1039,Arsen’yev,Russia,Primorskiy,2027468,49.193252,119.729249
1040,Angarsk,Russia,Irkutsk,2027667,52.544357999999995,103.88824
1041,Amursk,Russia,Khabarovsk Krai,2027749,50.226797,136.910607
1042,Aldan,Russia,Sakha,2027968,58.609451,125.38167299999999
1043,Dal'negorsk,Russia,Primorskiy,2051471,49.193252,119.729249
1044,Bratsk,Russia,Irkutsk,2051523,56.151362,101.63408000000001
1045,Sayansk,Russia,Irkutsk,2055166,54.11081,102.180139
1046,Khabarovsk Vtoroy,Russia,Khabarovsk Krai,2056752,47.878346,135.485438
1047,Markova,Russia,Irkutsk,2056881,46.740749,39.171442
1048,Vilyuchinsk,Russia,Kamtsjatka,2118647,52.906856999999995,158.418296
1049,Yuzhno-Sakhalinsk,Russia,Sakhalin,2119441,46.959154999999996,142.738023
1050,Yelizovo,Russia,Kamtsjatka,2119538,53.183053,158.38835500000002
1052,Sovetskaya Gavan’,Russia,Khabarovsk Krai,2121052,48.966440000000006,140.28512800000001
1053,Poronaysk,Russia,Sakhalin,2121909,49.22038,143.08956
1054,Petropavlovsk-Kamchatsky,Russia,Kamtsjatka,2122104,53.024075,158.643566
1055,Okha,Russia,Sakhalin,2122614,53.58896899999999,142.949163
1057,Nevel’sk,Russia,Sakhalin,2122894,46.652828,141.863126
1058,Magadan,Russia,Magadan,2123628,59.568164,150.808541
1059,Korsakov,Russia,Sakhalin,2124286,46.63498,142.78257
1060,Kholmsk,Russia,Sakhalin,2124615,47.040905,142.041622
1062,Isakogorka,Russia,Arkhangelskaya,6315399,64.447201,40.619832
1063,Krasnoznamensk,Russia,MO,6417459,55.600506,37.042489
1066,Orekhovo-Borisovo,Russia,Moscow,6418220,49.193252,119.729249
1068,Kogalym,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,6695754,62.26406899999999,74.482761
1069,Pyt-Yakh,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,6696686,60.758589,72.836526
1070,Langepas,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,6696767,61.253701,75.180725
1071,Lesnoy,Russia,Sverdlovsk,6853140,58.635513,59.79863
1074,Nizhnesortymskiy,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,7287775,62.442806999999995,71.765204
1075,Pokachi,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,7289676,61.742253000000005,75.59411999999999
1076,Izluchinsk,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug,7290697,60.953021,76.891171
1078,Chernaya Rechka,Russia,Leningrad,8504946,57.408108999999996,83.793287
1081,Vasyl'evsky Ostrov,Russia,St.-Petersburg,8504949,59.957687,30.938553000000002
1083,Kalininskiy,Russia,Leningrad,8504951,49.564477000000004,41.845601
1092,Vostochnoe Degunino,Russia,MO,8505053,55.865823,37.573088
