name,country,subcountry,geonameid,lat,lng
Shushary,Russia,St.-Petersburg,493316,59.80722,30.379514
Shumerlya,Russia,Chuvashia,493463,55.497934,46.417846
Mikhaylovsk,Russia,Stavropol'skiy,493702,45.129667,42.028803
Shilovo,Russia,Rjazan,494427,42.478098,21.501697
Sheksna,Russia,Vologda,495062,58.048454,38.858406
Shebekino,Russia,Belgorod,495112,50.404344,36.87931
Shchukino,Russia,Moscow,495136,57.623976,39.48349
Shchigry,Russia,Kursk,495206,51.87619,36.912
Shcherbinka,Russia,Moscow,495260,55.508738,37.563287
Shchelkovo,Russia,MO,495344,55.920875,37.991622
Shchëkino,Russia,Tula,495394,51.55301,34.491498
Shatura,Russia,MO,495518,55.561232,39.563521
Shar’ya,Russia,Kostroma,495619,34.390948,68.858687
Shali,Russia,Chechnya,495957,43.1488,45.900991
Shakhun’ya,Russia,Nizjnij Novgorod,496012,-6.523098,35.114165
Shakhty,Russia,Rostov,496015,47.709601,40.215797
Severskaya,Russia,Krasnodarskiy,496267,44.853759,38.681941
Severo-Zadonsk,Russia,Tula,496269,53.012954,139.266834
Severoural’sk,Russia,Sverdlovsk,496275,49.193252,119.729249
Severomorsk,Russia,Murmansk,496278,69.070337,33.423958
Severodvinsk,Russia,Arkhangelskaya,496285,64.562501,39.818175
Severnyy,Russia,Moscow,496348,8.242548,124.261465
Setun’,Russia,Moscow,496456,55.646569,36.668134
Sestroretsk,Russia,St.-Petersburg,496478,60.092411,29.956066
Sertolovo,Russia,Leningrad,496519,60.141613,30.211879
Serpukhov,Russia,MO,496527,54.913536,37.416763
Sergiyev Posad,Russia,MO,496638,56.315291,38.135999
Sergach,Russia,Nizjnij Novgorod,496802,55.520105,45.481361
Serdobsk,Russia,Penza,496934,52.455683,44.202735
Semiluki,Russia,Voronezj,497206,51.695255,39.018953
Semikarakorsk,Russia,Rostov,497218,47.517792,40.811505
Semënovskoye,Russia,MO,497271,56.587927,37.753748
Semënov,Russia,Nizjnij Novgorod,497450,57.368065,43.900848
Sel’tso,Russia,Brjansk,497610,0.0,0.0
Segezha,Russia,Republic of Karelia,497927,63.743701,34.312617
Satka,Russia,Chelyabinsk,498418,55.040492,59.028881
Sarov,Russia,Nizjnij Novgorod,498525,54.922788,43.344844
Saratov,Russia,Saratov,498677,51.533103,46.034158
Sarapul,Russia,Udmurtiya,498687,56.461621,53.803678
Saransk,Russia,Mordoviya,498698,54.187433,45.183938
Saraktash,Russia,Orenburg,498708,51.7831,56.36526
Saint Petersburg,Russia,St.-Petersburg,498817,59.939095,30.315868
Samara,Russia,Samara,499099,53.195538,50.101783
Sal’sk,Russia,Rostov,499161,41.264683,36.334131
Salavat,Russia,Bashkortostan,499292,53.361651,55.924672
Safonovo,Russia,Smolensk,499452,55.106304,33.237917
Rzhev,Russia,Tverskaya,499717,56.262877,34.329065
Rybnoye,Russia,Rjazan,499975,54.730806,39.505463
Rybinsk,Russia,Jaroslavl,500004,58.048454,38.858406
Rybatskoye,Russia,Leningrad,500019,47.008409,37.452219
Ryazhsk,Russia,Rjazan,500047,53.708949,40.062894
Ryazan’,Russia,Rjazan,500096,54.629216,39.736375
Ruzayevka,Russia,Mordoviya,500299,54.058268,44.94911
Rublëvo,Russia,Moscow,500843,58.490088,49.437488
Rtishchevo,Russia,Saratov,500886,52.257455,43.785657
Rostov-na-Donu,Russia,Rostov,501175,47.222078,39.720349
Rostov,Russia,Jaroslavl,501183,47.222078,39.720349
Rostokino,Russia,Moscow,501187,56.386159,38.517666
Rossosh’,Russia,Voronezj,501215,50.192899,39.57652
Rossosh’,Russia,Voronezj,501231,50.192899,39.57652
Roslavl’,Russia,Smolensk,501283,53.947309,32.85678
Roshal’,Russia,MO,501320,55.663283,39.862759
Rodniki,Russia,Ivanovo,501730,57.107152,41.733366
Revda,Russia,Sverdlovsk,502011,56.800079,59.908718
Reutov,Russia,MO,502018,55.760515,37.855141
Razumnoye,Russia,Belgorod,502400,50.533631,36.689559
Rayevskiy,Russia,Bashkortostan,502540,54.064974,54.932905
Rasskazovo,Russia,Tambov,502793,52.653842,41.874302
Ramenki,Russia,Moscow,502971,54.816006,39.597064
Pyatigorsk,Russia,Stavropol'skiy,503550,44.03929,43.07084
Pushkino,Russia,MO,503977,56.011182,37.847047
Pushkin,Russia,St.-Petersburg,504003,59.722463,30.416947
Pushchino,Russia,MO,504042,54.832479,37.620977
Pugachev,Russia,Saratov,504250,52.014871,48.795588
Pskov,Russia,Pskov,504341,57.81925,28.332065
Protvino,Russia,MO,504576,54.870621,37.218316
Proletarsk,Russia,Rostov,504831,46.703849,41.727544
Prokhladnyy,Russia,Kabardino-Balkariya,504935,43.758962,44.010083
Priyutovo,Russia,Bashkortostan,505014,53.895217,53.936889
Privolzhskiy,Russia,Saratov,505057,51.410957,46.048082
Privolzhsk,Russia,Ivanovo,505060,57.380662,41.28083
Priozërsk,Russia,Leningrad,505230,61.036554,30.119838
Primorsko-Akhtarsk,Russia,Krasnodarskiy,505259,46.043502,38.177645
Pridonskoy,Russia,Voronezj,505421,0.0,0.0
Povorino,Russia,Voronezj,505806,51.190773,42.245576
Kotlovka,Russia,Moscow,506043,54.680478,50.636919
Annino,Russia,Moscow,506117,52.646423,33.859443
Polyarnyye Zori,Russia,Murmansk,506762,67.365788,32.500966
Polyarnyy,Russia,Murmansk,506763,69.197402,33.437226
Pokrovskoye-Streshnëvo,Russia,Moscow,507338,0.0,0.0
Pokrov,Russia,Vladimir,507599,55.916633,39.173374
Pokhvistnevo,Russia,Samara,507624,53.653282,52.122346
Podporozh’ye,Russia,Leningrad,508034,15.24556,97.850367
Podol’sk,Russia,MO,508101,54.510741,30.429586
Pochep,Russia,Brjansk,508656,52.92913,33.454267
Ryazanskiy,Russia,Moscow,508751,54.629216,39.736375
Plavsk,Russia,Tula,509052,53.706843,37.291987
Pikalëvo,Russia,Leningrad,509598,59.513113,34.177303
Petushki,Russia,Vladimir,509697,55.930967,39.4599
Petrozavodsk,Russia,Republic of Karelia,509820,61.785017,34.346878
Petrovskaya,Russia,MO,509981,45.430202,37.960765
Petrovsk,Russia,Saratov,509987,52.314023,45.389931
Petrodvorets,Russia,St.-Petersburg,510225,59.884027,29.908572
Peterhof,Russia,St.-Petersburg,510291,59.884027,29.908572
Pestovo,Russia,Novgorod,510364,58.599071,35.798098
Pervoural’sk,Russia,Sverdlovsk,510808,56.905839,59.943249
Perovo,Russia,Moscow,511153,41.014471,20.989343
Perm,Russia,Perm,511196,58.010374,56.229398
Pereslavl’-Zalesskiy,Russia,Jaroslavl,511359,56.739613,38.85298
Novo-Peredelkino,Russia,Moscow,511510,0.0,0.0
Penza,Russia,Penza,511565,53.195063,45.018316
Pechora,Russia,Komi Republic,511794,65.148602,57.223977
Pavlovskiy Posad,Russia,MO,512023,55.779393,38.651318
Pavlovskaya,Russia,Krasnodarskiy,512051,46.130536,39.790965
Pavlovsk,Russia,St.-Petersburg,512052,59.686411,30.431598
Pavlovsk,Russia,Voronezj,512053,59.686411,30.431598
Pashkovskiy,Russia,Krasnodarskiy,512382,45.013944,39.133641
Pallasovka,Russia,Volgograd,513042,50.050167,46.880398
Ozëry,Russia,MO,513378,54.854087,38.559824
Ozerki,Russia,St.-Petersburg,513471,56.583475,95.932643
Otradnyy,Russia,Samara,513883,53.376555,51.348851
Otradnoye,Russia,Moscow,513896,59.774086,30.794544
Otradnoye,Russia,Leningrad,513898,59.774086,30.794544
Otradnaya,Russia,Krasnodarskiy,513911,44.39317,41.515614
Ostrov,Russia,Pskov,514171,57.345188,28.343806
Ostrogozhsk,Russia,Voronezj,514198,50.860139,39.082365
Ostashkov,Russia,Tverskaya,514259,57.142872,33.115441
Ostankinskiy,Russia,Moscow,514284,0.0,0.0
Osa,Russia,Perm,514706,57.279672,55.468723
Orsk,Russia,Orenburg,514734,51.229362,58.475196
Orlovskiy,Russia,Rostov,514796,46.872887,42.053022
Orenburg,Russia,Orenburg,515003,51.768199,55.096955
Orël,Russia,Orjol,515012,52.970371,36.063837
Orekhovo-Zuyevo,Russia,MO,515024,55.805837,38.981592
Orekhovo-Borisovo Severnoye,Russia,Moscow,515027,56.567524,2.744964
Ordzhonikidzevskaya,Russia,Ingushetiya,515083,43.320353,45.047682
Onega,Russia,Arkhangelskaya,515246,63.914485,38.086646
Omutninsk,Russia,Kirov,515267,58.66406,52.177152
Olenegorsk,Russia,Murmansk,515698,68.140457,33.270095
Tsotsin-Yurt,Russia,Chechnya,515804,49.193252,119.729249
Oktyabr’skiy,Russia,Bashkortostan,515879,45.001435,38.931421
Odintsovo,Russia,MO,516215,55.678859,37.263986
Ochër,Russia,Perm,516256,45.804114,3.374243
Ochakovo-Matveyevskoye,Russia,Moscow,516264,0.0,0.0
Obninsk,Russia,Kaluga,516436,55.11201,36.586531
Nytva,Russia,Perm,516576,57.939127,55.328622
Nyandoma,Russia,Arkhangelskaya,516647,61.669822,40.204388
Nurlat,Russia,Tatarstan,516716,54.428117,50.804958
Novyy Oskol,Russia,Belgorod,516931,50.760542,37.864816
Novyye Kuz’minki,Russia,Moscow,517121,51.137148,29.262126
Novyye Cherëmushki,Russia,Moscow,517161,53.119475,25.738673
Novozybkov,Russia,Brjansk,517269,52.536717,31.933222
Novovoronezh,Russia,Voronezj,517716,51.309213,39.216277
Novouzensk,Russia,Saratov,517739,50.466326,48.132119
Novoul’yanovsk,Russia,Ulyanovsk,517766,49.193252,119.729249
Novotroitsk,Russia,Orenburg,517836,51.196417,58.301767
