node1,node2,dist,real_dist
Belogorsk,Raychikhinsk,0.015549153101795388,174784.0
Reftinskiy,Rezh,0.0043979313019112745,71689.0
Rodniki,Vichuga,0.002213555510250927,20465.0
Roshal’,Shatura,0.0031879664894961697,
Liski,Rossosh’,0.008276399155990762,2839551.0
Rostokino,Strunino,0.0006559795361918286,100572.0
Rostov,Rostov-na-Donu,0.0,1285908.0
Rtishchevo,Serdobsk,0.004951431396296587,49140.0
Ruzayevka,Saransk,0.0028230653287689518,25745.0
Ryazanskiy,Ryazan’,0.0,
Novomichurinsk,Ryazhsk,0.004896065624599844,56786.0
Rybatskoye,Yeysk,0.010202104475141605,
Rybinsk,Sheksna,0.0,235454.0
Rzhev,Torzhok,0.011295372382427156,158453.0
Safonovo,Yartsevo,0.005493249188448049,40953.0
Kuvandyk,Saraktash,0.011288736367185227,96695.0
Chaykovskiy,Sarapul,0.005066179752763136,92982.0
Kasimov,Sasovo,0.008658230633899712,96815.0
Sayanogorsk,Shushenskoye,0.006186330415162122,77998.0
Sayansk,Zima,0.002551775376631432,
Kondopoga,Segezha,0.021464226467857988,216709.0
Semiluki,Voronezh,0.00199662301283866,18943.0
Gorodets,Semënov,0.009807344381876896,73369.0
Khot'kovo,Sergiyev Posad,0.001703609730301438,16081.0
Krasnotur’insk,Serov,0.003928762819568324,37275.0
Komendantsky aerodrom,Sertolovo,0.0019342060570633718,
Kronshtadt,Sestroretsk,0.002092520966266293,26725.0
Komsomolsk-on-Amur,Severo-Zadonsk,0.03654923991221351,8791576.0
Akademgorodok,Severobaykal’sk,0.0,2168678.0
Isakogorka,Severodvinsk,0.006244058213127847,46990.0
Akademgorodok,Severoural’sk,0.0,2035988.0
Seversk,Tomsk,0.0015758172807455418,16133.0
Afipskiy,Severskaya,0.002014830645475513,19646.0
Kataysk,Shadrinsk,0.010423444563631154,79076.0
Krasnyy Sulin,Shakhty,0.0025596535766660954,31641.0
Avtury,Shali,0.0013056418220134597,9277.0
Sharypovo,Uzhur,0.007059633267097294,78081.0
Shcherbinka,Vidnoye,0.0015467876033947185,22129.0
Shchigry,Solntsevo,0.005204294356003334,518153.0
Shchukino,Tutayev,0.0030917322485270148,312639.0
Shchëkino,Zheleznogorsk,0.012508897951635244,4279115.0
Razumnoye,Shebekino,0.0024973860655544077,23983.0
Belogorsk,Shimanovsk,0.014509306334071947,164444.0
Shadrinsk,Shumikha,0.010707092859030357,116694.0
Pushkin,Shushary,0.0011526496857565448,14764.0
Minusinsk,Shushenskoye,0.0050876761189475464,53840.0
Kokhma,Shuya,0.002955213858961492,
Skhodnya,Zelenograd,0.0007239824709570798,10876.0
Slavgorod,Yarovoye,0.0011644567434608351,10225.0
Shelekhov,Slyudyanka,0.00721998973736689,89648.0
Smolensk,Yartsevo,0.007286467447700713,64839.0
Kasli,Snezhinsk,0.002317692649124766,23101.0
Sokol,Vologda,0.003613421741828296,
Buzuluk,Sorochinsk,0.010197765754000577,86177.0
Sosnogorsk,Ukhta,0.0015789022049753506,19030.0
Sertolovo,Sosnovaya Polyana,0.0029590261221358514,
Sosnovka,Vyatskiye Polyany,0.0020551830692999732,20272.0
Krasnoyarsk,Sosnovoborsk,0.0048878143750045394,42521.0
Chernyakhovsk,Sovetsk,0.0053156411713297215,60915.0
Lyublino,Sovetskaya Gavan’,0.027749106748797464,8948705.0
Akademgorodok,Spassk-Dal’niy,0.0,5567125.0
Sredneuralsk,Verkhnyaya Pyshma,0.001017441712323058,8527.0
Staraya Russa,Velikiy Novgorod,0.0067427706412132105,96533.0
Starodub,Unecha,0.0030283625125102124,32375.0
Starominskaya,Staroshcherbinovskaya,0.0047208041837119505,31884.0
Staryy Oskol,Valuyki,0.008211903340861169,150739.0
Ishimbay,Sterlitamak,0.002307884161622887,36334.0
Izluchinsk,Strezhevoy,0.006726755926148374,53466.0
Strogino,Tuchkovo,0.002036436389578149,77805.0
Belgorod,Stroitel’,0.002257158413348463,24679.0
Luzhniki,Stupino,0.0006253900550908241,110656.0
Lyudinovo,Sukhinichi,0.009552608073267929,87818.0
Nefteyugansk,Surgut,0.006933456989358611,61797.0
Kaluga,Suvorov,0.005067049785139365,
Kislovodsk,Suvorovskaya,0.0026114929880618363,44281.0
Rostokino,Sviblovo,0.0015011258734496328,3496.0
Bezenchuk,Syzran’,0.010241282821059195,299205.0
Markova,Taganrog,0.005424738320126448,
Fryazevo,Taganskiy,0.0011697052953021474,41946.0
Kamyshlov,Talitsa,0.009929634463885804,81118.0
Akademgorodok,Tal’menka,0.0,132016.0
Kalachinsk,Tara,0.02251130591540041,
Kaltan,Tashtagol,0.010315080497473936,
Kalachinsk,Tatarsk,0.014030476534052854,94765.0
Tavda,Tyumen,0.011271615919856034,128718.0
Tayga,Yashkino,0.002985535766740932,35067.0
Nizhneudinsk,Tayshet,0.016022916439659824,152703.0
Tbilisskaya,Tikhoretsk,0.0044838263721852295,77897.0
Prokhladnyy,Terek,0.0028097865669898074,181788.0
Ivanovo,Teykovo,0.004540255518003409,36955.0
Boksitogorsk,Tikhvin,0.003495730545729713,31035.0
Lyubertsy,Tomilino,0.0005342262666969269,7414.0
Torzhok,Vyshniy Volochëk,0.007771701476173026,69135.0
Otradnoye,Tosno,0.003118013842317352,35853.0
Troitsk,Vnukovo,0.0014740176427448758,1892078.0
Tsimlyansk,Volgodonsk,0.0017579495092206216,21989.0
Akademgorodok,Tsotsin-Yurt,0.0,4081516.0
Goryachiy Klyuch,Tuapse,0.0046405308336087536,3482494.0
Tula,Yasnogorsk,0.0033869645785279162,
Nizhneudinsk,Tulun,0.01616540974539063,119263.0
Kotel’nikovo,Tyoply Stan,0.008233217981858986,1212670.0
Kislovodsk,Tyrnyauz,0.004926544206574068,160453.0
Tyumen,Yalutorovsk,0.009580774891545948,82626.0
Satka,Uchaly,0.0090557278061181,175671.0
Kislovodsk,Uchkeken,0.002546884931368341,25442.0
Udomlya,Vyshniy Volochëk,0.005490594993064221,53232.0
Ufa,Yubileyny,0.00524785504076234,2076743.0
Gusinoozyorsk,Ulan-Ude,0.01290451308127837,110240.0
Uray,Yugorsk,0.02003272336537061,203556.0
Povorino,Uryupinsk,0.004824297787564223,79344.0
Gryazi,Usman’,0.005454530377566328,
Artëm,Ussuriysk,0.004727723138136235,78842.0
Ust’-Ilimsk,Zheleznogorsk-Ilimskiy,0.021050645377093856,472180.0
Ust’-Kut,Zheleznogorsk-Ilimskiy,0.01611138815956651,149790.0
Ust’-Labinsk,Vyselki,0.003281460570385769,48555.0
Gribanovskiy,Uvarovo,0.006449419244350244,73399.0
Novomoskovsk,Uzlovaya,0.0013903718148883446,15306.0
Linëvo,Valday,0.004076331480418604,
Akademgorodok,Vasil’yevo,0.0,
Vasyl'evsky Ostrov,Vsevolozhsk,0.0026198038054508804,30849.0
Kotlas,Velikiy Ustyug,0.007121836621109653,69198.0
Venëv,Yasnogorsk,0.0038425893079790338,62198.0
Nytva,Vereshchagino,0.006450197910031734,72996.0
Polevskoy,Verkhniy Ufaley,0.004817690415837088,73778.0
Veshnyaki,Zyablikovo,0.004673228516883925,17892.0
Domodedovo,Vidnoye,0.0015405376416038961,32253.0
Kantyshevo,Vladikavkaz,0.0017374604175766873,35802.0
Sobinka,Vladimir,0.004123555276425275,
Volgograd,Volzhskiy,0.0028154688478884853,28615.0
Kirishi,Volkhov,0.006614349182772281,71204.0
Strogino,Volokolamsk,0.005123103535710964,103291.0
Volzhsk,Zelenodolsk,0.0012728235339516222,14886.0
Vorgashor,Vorkuta,0.002171017390138272,25686.0
Bikin,Vyazemskiy,0.009014616225843729,105188.0
Murom,Vyazniki,0.008094294781231347,84435.0
Akademgorodok,Vyaz’ma,0.0,3641781.0
Navashino,Vyksa,0.0026460312507078114,30343.0
Aldan,Yakutsk,0.05955237095019561,
Yalutorovsk,Zavodoukovsk,0.0028098658061803164,30137.0
Neftekamsk,Yanaul,0.0069599334870159785,46902.0
Yaransk,Yoshkar-Ola,0.008219998338244642,82030.0
Shchukino,Yaroslavl,0.003835239740074332,273040.0
Ussuriysk,Yaroslavskiy,0.004749926277320422,
Yefremov,Yelets,0.00697832214249986,
Sosnogorsk,Yegor’yevsk,0.02630996399745973,1690485.0
Verkhnyaya Pyshma,Yekaterinburg,0.0015878735663240578,16883.0
Afipskiy,Yelizavetinskaya,0.001365123874867366,40152.0
Vilyuchinsk,Yelizovo,0.0030886727251798287,
Ezhva,Yemva,0.011070426694825148,109109.0
Yessentuki,Yessentukskaya,0.0002659240334621021,4601.0
Staroshcherbinovskaya,Yeysk,0.004743646448316681,36191.0
Novocheboksarsk,Yoshkar-Ola,0.007462600563148084,87281.0
Yashkino,Yurga,0.0052883049929415326,44391.0
Akademgorodok,Yuzhnoural’sk,0.0,1677891.0
Nizhnekamsk,Zainsk,0.004414589431631216,59338.0
Novoaltaysk,Zarinsk,0.010905138864802377,88075.0
Karachayevsk,Zelenchukskaya,0.004240171965323249,41584.0
Bagayevskaya,Zernograd,0.0043934781413201545,71693.0
Shimanovsk,Zeya,0.01994597305926359,272184.0
Karachev,Zheleznogorsk,0.00954522362992252,4433170.0
Gribanovskiy,Zherdevka,0.006988501759527842,70618.0
Bezenchuk,Zhigulevsk,0.004726005321860164,210911.0
Dyat’kovo,Zhukovka,0.00633306163430348,65312.0
Zhukovskiy,Zyuzino,0.0009671841160288515,45761.0
Volgodonsk,Zimovniki,0.004723149926364854,53733.0
Miass,Zlatoust,0.0045992314183642,41036.0
Golitsyno,Zvenigorod,0.0018760520971987027,22904.0
Chernogorsk,Uzhur,0.02294561588705454,243656.0
Belebey,Tuymazy,0.007138386943511969,66719.0
Krymsk,Slavyansk-na-Kubani,0.0033514458176306466,41982.0
Bogotol,Nazarovo,0.008940905685654577,99164.0
Khadyzhensk,Sochi,0.0073752067382271925,191865.0
Krasnodar,Yasenevo,0.001327101522117616,1334992.0
Neftekamsk,Sarapul,0.006245380939067177,69030.0
Izhevsk,Sarapul,0.00744815472873883,66083.0
Akademgorodok,Krasnokamensk,0.02113583082565882,3457454.0
Leninsk,Znamensk,0.0062907988549852035,46649.0
Ardon,Beslan,0.003034860425327783,
Sergach,Shumerlya,0.009258471429234126,133282.0
Tynda,Zeya,0.03032272128916115,460350.0
Karabanovo,Strunino,0.0013747606274509866,16956.0
Chusovoy,Gubakha,0.007286432537099989,78924.0
Pushchino,Yasnogorsk,0.004147721042416028,70421.0
Cherepanovo,Novoaltaysk,0.0108729496704706,102894.0
Mar’ina Roshcha,Vostochnoe Degunino,0.0009168795053490984,11924.0
Al’met’yevsk,Zainsk,0.0055090743968947715,53865.0
Amursk,Khabarovsk,0.02702709545747513,429327.0
Anapa,Novorossiysk,0.005794904409566355,52683.0
Istra,Zvenigorod,0.0022032539909409587,2411972.0
Angarsk,Shelekhov,0.004275243919764168,52932.0
Pochep,Zhukovka,0.007389661272470572,89794.0
Bolotnoye,Yurga,0.005418491999849488,49629.0
Apatity,Monchegorsk,0.0063639127718674035,66893.0
Setun’,Zvenigorod,0.002091524634011064,62547.0
Apsheronsk,Belorechensk,0.0030306436771242594,40060.0
Aramil,Yekaterinburg,0.0028658280548086515,27273.0
Labinsk,Novokubansk,0.005689724545662838,74660.0
Novocheboksarsk,Volzhsk,0.009198623054922852,103623.0
Artëm,Nakhodka,0.009968845934098587,139141.0
Arzamas,Kstovo,0.009933385408675359,98688.0
Aleksandrovskoye,Novopavlovsk,0.004909663214626504,119117.0
Reftinskiy,Sukhoy Log,0.0041184978017770185,40080.0
Sim,Ust’-Katav,0.004907263625946551,
Akhtubinsk,Kharabali,0.015186921223531632,145635.0
Atkarsk,Kalininsk,0.0068552973858394105,141015.0
Groznyy,Shali,0.002956055335725061,33375.0
Aykhal,Mirny,0.05096844705267882,466376.0
Babushkin,Irkutsk,0.01805685847291545,280743.0
Bakal,Ust’-Katav,0.006362402134848782,
Chegem,Dugulubgey,0.0009749405088877412,12579.0
Balabanovo,Naro-Fominsk,0.002630072639529765,28157.0
Balakovo,Marks,0.012076897801041559,
Lyubertsy,Reutov,0.0010872017764411708,13244.0
Kalininsk,Yelan’,0.010037880566782313,110380.0
Igra,Izhevsk,0.00851973231757177,
Gorodishche,Inza,0.009453645837032615,
Azov,Markova,0.004595345399858657,
Berëzovskiy,Novopokrovskaya,0.0043107254294339975,2289928.0
Bagayevskaya,Semikarakorsk,0.005422252390137152,50802.0
Solntsevo,Stroitel’,0.007258518930805625,639487.0
Dagestanskiye Ogni,Izberbash,0.005496864611453564,60642.0
Beloretsk,Katav-Ivanovsk,0.009340250119334672,194128.0
Kiselëvsk,Novokuznetsk,0.0058584628509976725,67931.0
Ivdel’,Yugorsk,0.026058543074007068,187481.0
Aleksandrovsk,Berezniki,0.00765071281285083,67452.0
Kemerovo,Topki,0.004787523184652785,34123.0
Ekazhevo,Surkhakhi,0.0010829220619178103,8559.0
Nagornyy,Novokuybyshevsk,0.002815560705081032,
Dubna,Novogireyevo,0.004122659240421225,140579.0
Aleksandrov,Bibirevo,0.003482225478988907,
Khabarovsk Vtoroy,Vyazemskiy,0.009164489797757368,122231.0
Birsk,Ufa,0.009042279150776536,99516.0
Biryulëvo,Kubinka,0.0017013098211394306,85937.0
Biysk,Zarinsk,0.013465986683206269,237330.0
Blagodarnyy,Zelenokumsk,0.008096892099315951,120767.0
Novaya Usman’,Usman’,0.0055558700282137725,
Bogorodsk,Elektrostal’,0.0008372211450691317,371890.0
Kirov,Kirovo-Chepetsk,0.0034714464973774326,39928.0
Bobrov,Buturlinovka,0.006630726013177704,1866517.0
Tikhvin,Volkhov,0.01098255412733198,114977.0
Bologoye,Vyshniy Volochëk,0.005989602960394833,52999.0
Mikhaylovka,Novoanninskiy,0.007974829923810533,72196.0
Borodino,Kansk,0.008623728513351789,4509797.0
Tulun,Zima,0.01664313478471591,
Malakhovka,Zyuzino,0.001179208183115387,42002.0
Medvedovskaya,Novotitarovskaya,0.0019096955934865766,28853.0
Otradnyy,Pokhvistnevo,0.008623701433160474,
Buinsk,Kanash,0.010225105561033192,98774.0
Buynaksk,Makhachkala,0.00514242587281456,52029.0
Karabash,Miass,0.005308649324946037,54465.0
Chelyabinsk,Korkino,0.003130001356213709,42070.0
Pestovo,Zyablikovo,0.008617660682642171,454805.0
Cherkessk,Nevinnomyssk,0.003793002337725246,58482.0
Chernaya Rechka,Seversk,0.014245843063128125,
Gusev,Nevel’,0.0789008949729713,
Krasnogvardeyskoye,Novyy Oskol,0.0060396650724638965,779144.0
Chishmy,Davlekanovo,0.005508959255794814,50086.0
Chistopol’,Kukmor,0.010070748880117964,215177.0
Chudovo,Velikiy Novgorod,0.00843206140395644,73592.0
Rybinsk,Tutayev,0.006615883048802927,50802.0
Lebedyan’,Lipetsk,0.006705059574537893,62823.0
Ivanovskoye,Nakhabino,0.0011783592507720628,60757.0
Novoural’sk,Pervoural’sk,0.004431804027437252,56848.0
Desnogorsk,Zhukovka,0.00837376273037853,129195.0
Sosnovoborsk,Zelenogorsk,0.012197356573406462,4691025.0
Dmitrov,Lobnya,0.004011977764379858,48795.0
Dzerzhinskiy,Vidnoye,0.0016428807593353867,
Uzlovaya,Venëv,0.004321388157287053,57094.0
Nevinnomyssk,Stavropol’,0.0035616531369967244,65604.0
Dudinka,Novyy Urengoy,0.07906736444621668,
Nizhniy Novgorod,Novaya Balakhna,0.004451057603396352,38557.0
Fryazevo,Pavlovskiy Posad,0.0018975486865206441,62516.0
Krasnoarmeysk,Zhirnovsk,0.01007225886242615,977419.0
Ukhta,Yemva,0.025741413497017515,196834.0
Ivanteyevka,Shchelkovo,0.0008961338059491841,13733.0
Furmanov,Ivanovo,0.003344249533756138,
Gagarin,Petushki,0.00421927566799621,
Sokol’niki,Vichuga,0.003284995462955519,359983.0
Gorelovo,Shushary,0.0021026753396966545,21911.0
Mednogorsk,Novotroitsk,0.008137377166645423,72348.0
Baksan,Novopavlovsk,0.002615790486727853,59747.0
Aleysk,Rubtsovsk,0.019915166753007123,172525.0
Inozemtsevo,Zheleznovodsk,0.0007958247357713268,13021.0
Danilov,Gryazovets,0.008792778546535528,82621.0
Gubkinskiy,Muravlenko,0.017780012938106004,135172.0
Novocherkassk,Rostov,0.004798669380192732,1259712.0
Irbit,Talitsa,0.010423139390212922,110182.0
Onega,Segezha,0.029129124239132963,881213.0
Meleuz,Salavat,0.004513669486641078,50992.0
Nizhnyaya Tura,Serov,0.01402591552034065,136349.0
Langepas,Megion,0.00830190251643935,64966.0
Izmaylovo,Plavsk,0.00867278492672408,261735.0
Kabanovo,Rybinsk,0.006771622632888568,327193.0
Krasnoural’sk,Nizhnyaya Tura,0.003984706361191917,49764.0
Frolovo,Kalach-na-Donu,0.010833950532415223,217958.0
Kupino,Tatarsk,0.016651619041327954,153143.0
Morozovsk,Yablonovskiy,0.010483157528378364,537275.0
Myski,Osinniki,0.005013511551053511,59398.0
Kondrovo,Maloyaroslavets,0.005889214213642902,60079.0
Cherepanovo,Suzun,0.0119142367387241,89495.0
Apatity,Polyarnyye Zori,0.00676321630514525,85037.0
Snezhinsk,Verkhniy Ufaley,0.004896056268558237,66297.0
Kashira,Ozëry,0.004109716577310157,
Kovrov,Vyazniki,0.008323323179553947,68324.0
Kholmsk,Yuzhno-Sakhalinsk,0.008321384289100106,92754.0
Pushkino,Sofrino,0.0016886635887842837,23158.0
Lermontov,Yessentukskaya,0.0013832759046064995,
Andreyevskoye,Solnechnogorsk,0.0030620596761524376,9077001.0
Kolomna,Lukhovitsy,0.0031668301550156824,25354.0
Kolpino,Pushkin,0.0016261272719297574,14442.0
Saint Petersburg,Shushary,0.0018086622267378704,23483.0
Lodeynoye Pole,Petrozavodsk,0.01567536949217278,195303.0
Dinskaya,Korenovsk,0.003478746369967256,38158.0
Ezhva,Koryazhma,0.030249672336014343,323906.0
Sasovo,Tyoply Stan,0.008732924689843451,417460.0
Dobryanka,Gubakha,0.011471385251436064,190648.0
Lomonosov,Peterhof,0.0012077916159588045,11102.0
Giaginskaya,Tbilisskaya,0.00464246104384659,74948.0
Nizhnekamsk,Sosnovka,0.00905438291605838,153073.0
Kurtamysh,Shumikha,0.0120277859248945,119486.0
Kropotkin,Kurganinsk,0.0047817682410875965,81431.0
Elektrogorsk,Orekhovo-Zuyevo,0.0021252074619905626,23696.0
Kuskovo,Tayga,0.007999376773047706,3594695.0
Labytnangi,Vorkuta,0.020124056955282483,
Roshal’,Sobinka,0.004240044755245503,
Kanevskaya,Starominskaya,0.0042223115564970016,56824.0
Lesosibirsk,Sosnovoborsk,0.02676038875831603,309509.0
Elektrougli,Staraya Kupavna,0.0012000872699153733,13012.0
Langepas,Surgut,0.014978331657996275,126046.0
Kstovo,Lyskovo,0.008266486008487927,65389.0
Kantyshevo,Staryy Malgobek,0.0024264544530140666,57266.0
Levoberezhnaya,Tver,0.004563063614593511,37237.0
Medvedevo,Smolensk,0.011537546090781224,1181283.0
Mendeleyevsk,Yelabuga,0.003036529832638356,27304.0
Orlovskiy,Zimovniki,0.005560366939705563,
Rasskazovo,Uvarovo,0.00837891205881682,89087.0
Setun’,Tuchkovo,0.002658365899362489,78008.0
Kogalym,Noyabrsk,0.015131465756892353,121335.0
Murmansk,Olenegorsk,0.012579304379426188,108623.0
Ardon,Terek,0.0032179803379061736,
Kinel’,Neftegorsk,0.007276032162379064,
Nyandoma,Sokol,0.02894318480359102,
Nevel’,Podol’sk,0.018313828509272274,555187.0
Murmansk,Zapolyarnyy,0.01562349308756846,159440.0
Nizhniy Tagil,Verkhnyaya Salda,0.0056741919848813036,41374.0
Novomichurinsk,Ryazanskiy,0.006877098026215555,
Pochep,Starodub,0.00824420352094185,67019.0
Ivanovskoye,Odintsovo,0.0016394298460011552,44437.0
Kumertau,Orenburg,0.013049553296654332,137361.0
Pechora,Yegor’yevsk,0.02680222518343601,1956479.0
Magadan,Yelizovo,0.1030950454628792,
Priozërsk,Sosnovaya Polyana,0.01069271667787138,
Ramenki,Ryazan’,0.002584304575865357,208730.0
Balashov,Rtishchevo,0.0102927279009749,104565.0
Penza,Ruzayevka,0.009848008957700568,114094.0
Desnogorsk,Safonovo,0.011147949606785432,125137.0
Cheremkhovo,Zima,0.014016432262326451,
Nakhabino,Skhodnya,0.001508244296213467,37868.0
Tavda,Turinsk,0.014544863302190628,102633.0
Bratsk,Zheleznogorsk-Ilimskiy,0.024584262351158855,231851.0
Otradnoye,Vasyl'evsky Ostrov,0.002706297889572175,59776.0
Bogoroditsk,Yefremov,0.0071040933078997965,
Mariinsk,Sharypovo,0.016138384718311992,167839.0
Belebey,Rayevskiy,0.00842195292570155,76406.0
Akhtyrskiy,Severskaya,0.004728143462949265,37168.0
Agryz,Mozhga,0.007595887561542391,50061.0
Chita,Ulan-Ude,0.06361564901067976,608646.0
Birobidzhan,Raychikhinsk,0.04136683922564447,355167.0
Sergiyev Posad,Sviblovo,0.0023024164067415305,65299.0
Lesozavodsk,Yaroslavskiy,0.018405405255429608,
Ilanskiy,Tayshet,0.019180491682289358,153859.0
Kandalaksha,Kostomuksha,0.039059409979488126,452691.0
Belorechensk,Ust’-Labinsk,0.0045449036094353116,62218.0
Novoural’sk,Sredneuralsk,0.004785091989894632,73558.0
Kulebaki,Pavlovo,0.008348076902554003,111711.0
Bodaybo,Chita,0.06610304280914624,1762480.0
Aprelevka,Vnukovo,0.0022888589169946984,20584.0
Gudermes,Khasavyurt,0.006237325516338711,46623.0
Satka,Zlatoust,0.006614885021861089,54350.0
Leninsk-Kuznetsky,Promyshlennaya,0.006052695220465945,54521.0
Iskitim,Toguchin,0.013048827117661648,124717.0
Anzhero-Sudzhensk,Beryozovsky,0.005536634968790593,1953108.0
Kropotkin,Novopokrovskaya,0.004927964154471958,77765.0
Achkhoy-Martan,Urus-Martan,0.003285849717934084,23123.0
Buguruslan,Leninogorsk,0.010915099624971863,137563.0
Khimki,Vostochnoe Degunino,0.00142388721123881,12861.0
Dankov,Skopin,0.007836602686483216,89208.0
Elektrougli,Taganskiy,0.0012890943335855574,43781.0
Torzhok,Tver,0.009322427352033449,62882.0
Michurinsk,Tambov,0.010240275611894565,70974.0
Achinsk,Divnogorsk,0.018696972486032803,179794.0
Arsk,Kukmor,0.009959903202972423,90544.0
Nal’chik,Nartkala,0.003309866715501518,26975.0
Cherkessk,Uchkeken,0.0063504859477245615,76780.0
Kondrovo,Sukhinichi,0.010060351258836309,110518.0
Nerekhta,Yaroslavl,0.006711547407663253,70900.0
Chekhov,Troitsk,0.004258069322621807,
Kalach-na-Donu,Volgograd,0.011278873088286873,78670.0
Penza,Petrovsk,0.01044745946142344,131375.0
Rodniki,Shuya,0.0045487870103644214,
Sertolovo,Sestroretsk,0.002315827957591252,22151.0
Mineralnye Vody,Nezlobnaya,0.003469781065602976,43735.0
Chudovo,Tosno,0.008911125615473657,65184.0
Altuf’yevskiy,Mytishchi,0.0015519983923088974,18859.0
Kirovgrad,Nizhniy Tagil,0.005997471400652197,67355.0
Kulunda,Rubtsovsk,0.02684418590499977,255167.0
Chebarkul’,Plast,0.008369143867585936,
Kurovskoye,Voskresensk,0.0038936212479430726,36515.0
Amursk,Sovetskaya Gavan’,0.04048057227741818,570389.0
Bogorodskoye,Omutninsk,0.016887798351094448,
Khanty-Mansiysk,Nyagan,0.03368433439799542,291692.0
Krasnogvardeyskoye,Ostrogozhsk,0.007855396442366883,873876.0
Chernushka,Yanaul,0.011473857731584741,88880.0
Rayevskiy,Sterlitamak,0.011380136308353715,94507.0
Kumertau,Saraktash,0.012165854388728177,178093.0
Beloyarskiy,Salekhard,0.04089160342634618,
Gubkin,Solntsevo,0.00862075245766371,649626.0
Konstantinovsk,Proletarsk,0.011037639630006318,129504.0
Lukhovitsy,Rybnoye,0.005539461708082446,43750.0
Klimovsk,Kudymkar,0.030756379328461286,1428263.0
Aramil,Asbest,0.007073627153559301,73567.0
Bavly,Leninogorsk,0.008446940512523827,65308.0
Akademgorodok,Tynda,0.08132910337607759,4011408.0
Armavir,Otradnaya,0.007054133155239119,81380.0
Balashikha,Shchelkovo,0.0015793266291199842,22078.0
Baymak,Gay,0.012205031908765974,1270023.0
Ishim,Omsk,0.0404315978832371,332925.0
Balashov,Povorino,0.010535024886889736,89398.0
Kashin,Uglich,0.006955449357594887,
Boksitogorsk,Borovichi,0.013832168971691695,153768.0
Boguchar,Millerovo,0.01030107821053024,124998.0
Kanash,Shumerlya,0.010615766102805428,86558.0
